Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 4, 10, 2, 49.0107, 8 6 3 14 , 0.000312037
max_div_15_3.txt, 15, 3, 4, 10, 2, 59.7638, 4 10 11 8 , 0.000326931
max_div_20_2.txt, 20, 2, 4, 10, 2, 40.0023, 2 8 18 1 , 0.000412354
max_div_20_3.txt, 20, 3, 4, 10, 2, 56.5347, 13 12 7 2 , 0.00039059
max_div_30_2.txt, 30, 2, 4, 10, 2, 52.7712, 27 8 1 10 , 0.000537679
max_div_30_3.txt, 30, 3, 4, 10, 2, 63.702, 16 5 23 13 , 0.000535724
