Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 5, 20, 3, 75.6025, 3 10 6 8 5 , 0.000816441
max_div_15_3.txt, 15, 3, 5, 20, 3, 91.6881, 9 8 13 3 4 , 0.00100838
max_div_20_2.txt, 20, 2, 5, 20, 3, 62.1989, 17 12 18 2 1 , 0.00109253
max_div_20_3.txt, 20, 3, 5, 20, 3, 92.8297, 12 13 7 2 16 , 0.00253373
max_div_30_2.txt, 30, 2, 5, 20, 3, 80.0675, 8 27 1 10 17 , 0.00115412
max_div_30_3.txt, 30, 3, 5, 20, 3, 98.7406, 13 8 16 23 5 , 0.00139817
