Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU, nodos generados
max_div_15_2.txt, 15, 2, 3, 10, 2, 27.3727, 8 0 6 , 0.0179881, 15
max_div_15_3.txt, 15, 3, 3, 10, 2, 31.8685, 11 4 6 , 0.0189459, 14
max_div_20_2.txt, 20, 2, 3, 10, 2, 21.9961, 18 17 8 , 0.0394856, 21
max_div_20_3.txt, 20, 3, 3, 10, 2, 30.8727, 12 7 13 , 0.0389269, 12
max_div_30_2.txt, 30, 2, 3, 10, 2, 28.9443, 27 8 1 , 0.132646, 15
max_div_30_3.txt, 30, 3, 3, 10, 2, 34.2905, 16 5 23 , 0.118816, 15
