Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU, nodos generados
max_div_15_2.txt, 15, 2, 5, 10, 2, 79.1295, 6 3 8 0 5 , 0.986444, 1687
max_div_15_3.txt, 15, 3, 5, 10, 2, 96.0858, 4 13 8 11 3 , 0.419631, 513
max_div_20_2.txt, 20, 2, 5, 10, 2, 63.6517, 17 8 13 1 18 , 2.7681, 1447
max_div_20_3.txt, 20, 3, 5, 10, 2, 92.8297, 2 7 12 13 16 , 0.947604, 409
max_div_30_2.txt, 30, 2, 5, 10, 2, 80.9102, 27 8 1 12 10 , 9.80317, 1733
max_div_30_3.txt, 30, 3, 5, 10, 2, 99.592, 16 5 23 13 14 , 10.5329, 1329
