Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU, nodos generados
max_div_15_2.txt, 15, 2, 3, 10, 1, 27.3727, 6 0 8 , 0.017054, 31
max_div_15_3.txt, 15, 3, 3, 10, 1, 31.8685, 11 6 4 , 0.0180117, 14
max_div_20_2.txt, 20, 2, 3, 10, 1, 21.9961, 18 17 8 , 0.0259381, 21
max_div_20_3.txt, 20, 3, 3, 10, 1, 30.8727, 12 13 7 , 0.0244663, 12
max_div_30_2.txt, 30, 2, 3, 10, 1, 28.9443, 1 8 27 , 0.0954684, 21
max_div_30_3.txt, 30, 3, 3, 10, 1, 34.2905, 16 5 23 , 0.149262, 15
