Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 5, 10, 2, 77.787, 1 6 8 14 0 , 0.000379313
max_div_15_3.txt, 15, 3, 5, 10, 2, 94.7487, 4 10 13 11 8 , 0.00040816
max_div_20_2.txt, 20, 2, 5, 10, 2, 62.5535, 17 8 10 13 1 , 0.000491097
max_div_20_3.txt, 20, 3, 5, 10, 2, 92.8297, 12 13 7 2 16 , 0.000432416
max_div_30_2.txt, 30, 2, 5, 10, 2, 78.9902, 27 8 1 10 29 , 0.000555842
max_div_30_3.txt, 30, 3, 5, 10, 2, 98.7406, 23 13 16 5 8 , 0.000687951
