Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU, nodos generados
max_div_15_2.txt, 15, 2, 4, 10, 2, 49.8268, 0 6 8 5 , 0.14954, 170
max_div_15_3.txt, 15, 3, 4, 10, 2, 59.7638, 10 8 4 11 , 0.108024, 113
max_div_20_2.txt, 20, 2, 4, 10, 2, 40.0023, 2 18 8 1 , 0.386568, 175
max_div_20_3.txt, 20, 3, 4, 10, 2, 56.6903, 13 12 16 2 , 0.273746, 124
max_div_30_2.txt, 30, 2, 4, 10, 2, 52.7712, 8 27 1 10 , 1.11378, 136
max_div_30_3.txt, 30, 3, 4, 10, 2, 63.702, 16 5 23 13 , 0.804191, 102
