Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 2, 20, 2, 11.8592, 8 6 , 0.000478206
max_div_15_3.txt, 15, 3, 2, 20, 2, 13.2732, 11 8 , 0.000487652
max_div_20_2.txt, 20, 2, 2, 20, 2, 8.51033, 17 18 , 0.000456525
max_div_20_3.txt, 20, 3, 2, 20, 2, 11.8003, 13 12 , 0.000458177
max_div_30_2.txt, 30, 2, 2, 20, 2, 11.6571, 8 27 , 0.000639684
max_div_30_3.txt, 30, 3, 2, 20, 2, 13.0737, 16 6 , 0.00073346
