Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 4, 20, 3, 49.3307, 3 6 5 1 , 0.000609362
max_div_15_3.txt, 15, 3, 4, 20, 3, 59.7638, 4 10 11 8 , 0.000737397
max_div_20_2.txt, 20, 2, 4, 20, 3, 40.0023, 18 1 2 8 , 0.000993354
max_div_20_3.txt, 20, 3, 4, 20, 3, 56.6903, 12 2 16 13 , 0.000721712
max_div_30_2.txt, 30, 2, 4, 20, 3, 52.7712, 1 10 8 27 , 0.00118442
max_div_30_3.txt, 30, 3, 4, 20, 3, 63.702, 16 5 23 13 , 0.00104809
