Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 2, 20, 3, 11.8592, 8 6 , 0.000533681
max_div_15_3.txt, 15, 3, 2, 20, 3, 13.2732, 11 8 , 0.000555009
max_div_20_2.txt, 20, 2, 2, 20, 3, 8.51033, 18 17 , 0.000490491
max_div_20_3.txt, 20, 3, 2, 20, 3, 11.8003, 12 13 , 0.000608631
max_div_30_2.txt, 30, 2, 2, 20, 3, 11.6571, 27 8 , 0.000575397
max_div_30_3.txt, 30, 3, 2, 20, 3, 13.0737, 16 6 , 0.000845396
