Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 4, 20, 2, 48.8153, 1 6 3 14 , 0.000566504
max_div_15_3.txt, 15, 3, 4, 20, 2, 59.7638, 11 4 8 10 , 0.000621373
max_div_20_2.txt, 20, 2, 4, 20, 2, 40.0023, 2 8 18 1 , 0.00070292
max_div_20_3.txt, 20, 3, 4, 20, 2, 56.5347, 13 12 7 2 , 0.000761305
max_div_30_2.txt, 30, 2, 4, 20, 2, 52.7712, 8 27 1 10 , 0.000909884
max_div_30_3.txt, 30, 3, 4, 20, 2, 63.702, 16 5 23 13 , 0.00108412
