Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 4, 10, 3, 49.5462, 3 6 5 8 , 0.000342149
max_div_15_3.txt, 15, 3, 4, 10, 3, 59.7638, 11 4 10 8 , 0.000346554
max_div_20_2.txt, 20, 2, 4, 10, 3, 38.7741, 2 8 17 10 , 0.000473753
max_div_20_3.txt, 20, 3, 4, 10, 3, 56.6903, 12 2 16 13 , 0.000450299
max_div_30_2.txt, 30, 2, 4, 10, 3, 52.7712, 1 27 8 10 , 0.000729212
max_div_30_3.txt, 30, 3, 4, 10, 3, 63.702, 16 5 23 13 , 0.000596066
