Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 3, 20, 3, 25.9845, 1 14 0 , 0.000519845
max_div_15_3.txt, 15, 3, 3, 20, 3, 30.5518, 11 8 10 , 0.000551849
max_div_20_2.txt, 20, 2, 3, 20, 3, 21.9961, 17 8 18 , 0.000671322
max_div_20_3.txt, 20, 3, 3, 20, 3, 30.8727, 13 7 12 , 0.00059716
max_div_30_2.txt, 30, 2, 3, 20, 3, 28.9443, 8 27 1 , 0.000761796
max_div_30_3.txt, 30, 3, 3, 20, 3, 34.2905, 16 5 23 , 0.000779825
