Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 5, 20, 2, 73.8773, 8 6 3 14 1 , 0.000716005
max_div_15_3.txt, 15, 3, 5, 20, 2, 94.7487, 4 10 13 11 8 , 0.000792569
max_div_20_2.txt, 20, 2, 5, 20, 2, 63.6517, 17 8 18 13 1 , 0.000909517
max_div_20_3.txt, 20, 3, 5, 20, 2, 92.8297, 13 12 7 2 16 , 0.000838264
max_div_30_2.txt, 30, 2, 5, 20, 2, 80.9102, 27 8 1 10 12 , 0.00107833
max_div_30_3.txt, 30, 3, 5, 20, 2, 99.5088, 23 13 16 6 14 , 0.00125047
