Instancia, n, K, m, iter, LRC, z, S, Tiempo CPU
max_div_15_2.txt, 15, 2, 5, 10, 3, 75.6025, 3 6 5 8 10 , 0.000447141
max_div_15_3.txt, 15, 3, 5, 10, 3, 93.9763, 4 10 8 11 6 , 0.000454402
max_div_20_2.txt, 20, 2, 5, 10, 3, 63.6517, 18 17 8 13 1 , 0.00051977
max_div_20_3.txt, 20, 3, 5, 10, 3, 89.2197, 12 13 7 2 11 , 0.000575651
max_div_30_2.txt, 30, 2, 5, 10, 3, 80.0675, 1 10 27 8 17 , 0.000717998
max_div_30_3.txt, 30, 3, 5, 10, 3, 99.5088, 13 14 23 16 6 , 0.000700949
